등급,번호,상호명,구분,소재지,회차
1등,1,태극로또전문점,자동,경기 이천시 애련정로 124-2,262
1등,2,대박로또복권,자동,강원 원주시 관설동  1771-6패밀리마트관설에버빌점,262
1등,1,GS25(관악한일),자동,서울 관악구 남현동  602-11 한일빌딩 1층,263
1등,2,-,자동,서울 서초구 서초동  1591-3 탑스벤처빌딩 1층 서초마트내,263
1등,3,왕대박로또방,자동,부산 해운대구 좌동  998-7 1층,263
1등,4,하나편의점,자동,인천 남동구 구월로 281 세븐일레븐편의점내,263
1등,5,예스24,자동,경기 고양시 덕양구 화정동 화정동 977 밀레니엄타워105,263
1등,6,로또,자동,경기 김포시 사우동  872 청원프라자 107,263
1등,1,C-Space 신림녹두,수동,서울 관악구 신림9동  240-3  밀라트빌딩,264
1등,2,미니스톱기장점,자동,부산 기장군 차성동로 69,264
1등,3,천하명당초량점,자동,부산 동구 중앙대로221번길 3,264
1등,4,복권명당,수동,대구 수성구 수성로 337 1층 동북편상가,264
1등,5,LG슈퍼,자동,경기 광명시 연서로 10,264
1등,6,당첨로또복권,수동,경기 안양시 동안구 포도원로 4,264
1등,7,제철로또대리점,수동,전남 광양시 광장로 125 시티프라자A동116호,264
1등,1,한미복권방,자동,서울 강동구 성내1동  550,265
1등,2,교통카드판매대,자동,서울 관악구 신림9동  240-4,265
1등,3,세종장식,자동,서울 양천구 오목로 204,265
1등,4,가로판매(버스카드),자동,서울 영등포구 여의나루로 42 가로판매점(여의도동),265
1등,5,동아슈퍼마켓,자동,경기 안산시 단원구 원곡동 748-6,265
1등,6,태흥금방,자동,경기 의정부시 의정로 118,265
1등,7,승일유통,자동,충북 청주시 흥덕구 월명로 42,265
1등,8,에버빌마트,자동,경북 안동시 강남5길 102 에버빌마트 1층,265
1등,1,안목마트,수동,서울 강북구 한천로 1024,266
1등,2,라스정보통신,자동,서울 강북구 수유동  256-22  미니스톱내,266
1등,3,월드컵복권방,자동,경기 광주시 경안로 20,266
1등,1,대박예감,자동,경기 화성시 영통로 36 1층,267
1등,2,GS25(천안성정),자동,충남 천안시 성정동  193-17번지,267
1등,3,로또 코리아북삼점,자동,경북 칠곡군 북삼읍 인평리 인평리 1094-1,267
1등,1,자양사거리 가로매점,수동,서울 광진구 자양로 95,268
1등,2,행운복권방,수동,서울 은평구 연서로 258 상가102호,268
1등,3,공단휴게실,자동,충북 청주시 흥덕구 복대동 100-15번지,268
1등,4,일공공일 안경콘택트,수동,경북 구미시 구미중앙로5길 2,268
1등,5,영덕로또복권,수동,경북 영덕군 덕곡길 128,268
1등,6,사랑의 꽃집,수동,경북 영주시 하망동  247-9,268
1등,7,GS25(창원서광),수동,경남 창원시 중앙동  1004 서광오피스텔,268
1등,1,버스카드판매대,자동,서울 관악구 신림로 145-2,269
1등,2,스파,자동,서울 노원구 동일로 1493 주공10단지종합상가111,269
1등,3,제일통신,자동,서울 노원구 중계동  591 대호프라자 1층106,269
1등,4,가판,자동,서울 마포구 도화2동  169 고려2 앞가판,269
1등,5,서울수퍼,자동,서울 중랑구 동일로 809-1,269
1등,1,복권방(천하명당),자동,서울 성동구 행당로 75 행당동대림아파트 리빙프라자동 지하2층 비202,270
1등,2,GS25(명륜아남),자동,서울 종로구 명륜1가  46-18,270
1등,3,행운복권,자동,"인천 부평구 배곶로 24 지1층 비03호(십정동, 이즈라이프아파트)",270
1등,4,복권명당,자동,충남 공주시 번영1로 41,270
1등,5,훼미리마트월영마을점,수동,경남 창원시 마산합포구 월영남로 21,270
1등,1,팬레코드,수동,부산 남구 수영로 253,271
1등,2,대원슈퍼마켓,수동,부산 수영구 수영로 524,271
1등,3,선마트로또점,자동,대구 달서구 월성동  275-2    105,271
1등,4,GS25(안산팔곡),수동,경기 안산시 상록구 본오동 본오동 741-5 1층 101,271
1등,5,복권나라,자동,충북 청주시 청원구 율봉로176번길 8-2,271
1등,6,로터리편의마트,자동,경북 포항시 북구 서동로 85 육거리,271
1등,1,Yes할인마트,자동,서울 강남구 개포로 202 1층 이마트 24,272
1등,2,대창,자동,서울 강동구 상암로 211 1층,272
1등,3,오거리마트,수동,서울 은평구 응암로14길 6,272
1등,4,훼밀리복권,자동,부산 금정구 중앙대로1719번길 37 우측 복권판매점,272
1등,5,청솔서점,자동,부산 사하구 하신번영로 195,272
1등,6,승리 로또당리점,수동,부산 사하구 당리동  324-19,272
1등,7,복권명당,자동,대구 동구 효동로 45,272
1등,8,대박복권방,수동,울산 동구 진성8길 133,272
1등,9,로또판매업,수동,경남 양산시 북정로 31 CU편의점 내,272
1등,1,에스에프마트,수동,울산 북구 동대17길 2,273
1등,2,행운복권마트,자동,경기 포천시 신읍동  58-16,273
1등,3,삼성로또복권방슈퍼,자동,전북 남원시 네마실1길 10-5,273
1등,1,영훈슈퍼마켓,자동,서울 도봉구 덕릉로 222,274
1등,2,로또,자동,서울 중구 신당동  133-14,274
1등,3,오렌지마트,자동,부산 사하구 장림번영로 96 105동 101호,274
1등,4,북마산복권전문점,수동,경남 창원시 마산합포구 북성로 98,274
1등,1,혹시나도,자동,충북 음성군 감곡면 왕장리 왕장리 521-9,275
1등,1,지원물산,자동,서울 노원구 공릉로 108,276
1등,2,불광가판점,자동,서울 은평구 불광1동  281-175,276
1등,3,대박찬스,수동,서울 중랑구 면목로74길 40,276
1등,1,가로공원충전소,자동,서울 양천구 신월1동  146-1,277
1등,2,행운복권방,자동,충남 예산군 예산로 241,277
1등,3,로또판매점,자동,경남 진주시 신안동  705-4 주공3차아파트상가 101호,277
1등,1,로또복권판매,자동,서울 강북구 솔샘로67길 71,278
1등,2,플러스 복권,자동,대전 서구 대덕대로168번길 82 편의점 내,278
1등,3,천하제일복권명당,자동,대전 중구 태평동  377-4번지,278
1등,1,복권나라,자동,서울 강서구 등촌1동  654-44,279
1등,2,영광정보통신,자동,서울 성북구 화랑로 92 1층 우측1호,279
1등,3,원당역복권방,수동,경기 고양시 덕양구 성사동 410-17,279
1등,4,천복당,자동,경기 오산시 대원로 52,279
1등,5,찬스복권방,자동,전북 전주시 덕진구 태진로 120,279
1등,1,현대,수동,서울 도봉구 도봉로110길 74,280
1등,2,서재강변로또,자동,대구 달성군 서재로 172,280
1등,3,풍년로또,자동,인천 남동구 구월4동  1265-10,280
1등,4,로또명당점,자동,대전 서구 관저로129번길 3,280
1등,5,로또명당매화점,수동,충북 옥천군 옥천읍 매화리 매화리 36-6,280
1등,6,GS25(마산상남),자동,경남 마산시 상남동  230-25,280
1등,7,복권명당,수동,경남 창원시 의창구 서상로12번길 9-5,280
1등,1,행운의 집,수동,서울 강동구 구천면로 220,281
1등,2,복권왕국,수동,서울 광진구 자양동  624-23 1층,281
1등,3,담배 소매점,자동,서울 용산구 용문동  32-111 (6/4),281
1등,4,종합복권슈퍼,수동,경기 시흥시 마유로 336 정일빌딩104,281
1등,5,로또복권방,자동,충남 아산시 탕정면로 213 이마트 편의점,281
1등,6,복권나라,자동,경북 경산시 경안로 79,281
1등,1,경북윤업사,자동,대구 남구 대명로 161,282
1등,2,코사마트금강점,수동,대구 달서구 용산로 204 1층 코사마트,282
1등,3,인천연수점로또판매,자동,인천 연수구 연수동  631,282
1등,4,로또판매점,수동,경기 고양시 일산동구 정발산로 24 1층 K-114호,282
1등,5,흥부네대박났네,자동,경기 광주시 경충대로 763,282
1등,6,삼성복권방,수동,경기 동두천시 어수로 100-1,282
1등,7,행운의집,자동,경북 안동시 북문동  23-7,282
1등,1,로또하는날,자동,부산 연제구 연산동  1505-49,283
1등,2,상동매표,자동,경기 부천시 원미구 상동 상동 412,283
1등,3,GS25(양산문성),자동,경남 양산시 웅상읍 평산리 평산리 31-5,283
1등,1,하이마트,자동,인천 서구 심곡동  333-7,284
1등,2,대박나라 베팅숍,자동,경기 부천시 성주로 84,284
1등,3,현대보석,수동,전북 전주시 덕진구 시천로 96-14,284
1등,1,대박찬스,자동,충북 청주시 흥덕구 가경로161번길 3,285
1등,2,훼미리마트(포항제일),자동,경북 포항시 북구 죽도동 죽도동 618-2,285
1등,3,운수대통,자동,경남 거제시 능포동  727-2 동헌상가  가-111,285
1등,1,스파,자동,서울 노원구 동일로 1493 주공10단지종합상가111,286
1등,2,신문가판점,자동,서울 송파구 가락동  95-1번지,286
1등,3,토토와로또 복권방,자동,충남 서산시 동문동  288-10,286
1등,1,덕성상회,자동,서울 강서구 외발산동  424 수협2층 29호,287
1등,2,-,자동,서울 동작구 사당동  147-78,287
1등,3,로또복권판매점,자동,서울 마포구 신수동  88-9,287
1등,4,후생사제3매장,수동,대전 동구 비래서로42번길 105,287
1등,5,행운로또,자동,강원 춘천시 금강로 81 신한은행강원영업부지점앞 가판,287
1등,6,영신슈퍼,자동,충북 청주시 서원구 청남로 2119-1,287
1등,7,로또복권방,자동,충남 당진시 당진중앙1로 21,287
1등,1,성원식품,자동,서울 서초구 서초3동  1451-2 성원빌딩 102,288
1등,2,㈜ Cspace 다대제일점,수동,부산 사하구 다대동  820-12  4/5,288
1등,3,대승복권,자동,부산 해운대구 좌동  1484-1 대승플라자빌딩 101,288
1등,4,로또명당,수동,충북 진천군 중앙북로 61,288
1등,1,로또잭팟,자동,서울 관악구 신림동  727-5,290
1등,2,신수칼라,자동,서울 마포구 신수동  339-3,290
1등,3,GS25(양재공원),자동,서울 서초구 양재동  321-2,290
1등,4,원스탑,자동,서울 송파구 백제고분로7길 39,290
1등,5,조이풀이삭토스트,자동,부산 동래구 중앙대로 1520 북쪽출구 빵집,290
1등,6,㈜ Cspace 중앙제일점,수동,부산 중구 동광동3가  17-2,290
1등,7,대광슈퍼,수동,경기 군포시 고산로 679 미성프라자106호,290
1등,8,로또판매점,자동,경기 안산시 상록구 안산천동로1길 29 현대2차아파트상가18호,290
1등,9,신봤다대박복권방,자동,경기 안산시 상록구 본오동 본오동 882-2  1층 우측상가,290
1등,10,행운복권방,자동,경기 포천시 솔모루로 86-1,290
1등,11,원동슈퍼,자동,충남 보령시 대천로 28,290
1등,12,명성복권방,자동,전남 순천시 기적의도서관길 25 명성복권방,290
1등,13,훼미리마트(구미사곡),수동,경북 구미시 사곡동  481-7,290
1등,1,바이복,수동,서울 강남구 일원로5길 19,291
1등,2,신명,자동,서울 강서구 방화동로3길 1,291
1등,3,월드사진관,자동,부산 사하구 윤공단로14번길 53,291
1등,4,찬스센타 백운점,자동,인천 부평구 신촌로7번길 3,291
1등,5,행운방,자동,경기 용인시 기흥구 보정동 1804-4엔림프라자101호,291
1등,6,선경로또,자동,충북 제천시 용두대로 59 1층,291
1등,7,k마트,자동,경북 포항시 북구 득량동 득량동 170-1,291
1등,1,세계주류백화점,수동,서울 성동구 금호동4가  614번지,292
1등,2,버스판매소,수동,서울 영등포구 영중로 2 1층(영등포동3가),292
1등,3,도로가판집,자동,서울 용산구 한강로3가  40-592,292
1등,4,로또복권,자동,서울 중구 을지로2가  157 가판대98호,292
1등,5,정원상회,자동,부산 남구 대연2동  1757-2,292
1등,6,대동슈퍼,수동,인천 남동구 만수로 81,292
1등,7,훼미리마트(일산동문),수동,경기 고양시 일산서구 일산동 일산동 957-3,292
1등,8,대성식품,수동,경기 수원시 팔달구 교동 교동 90-7,292
1등,9,한아름알뜰매장,수동,경기 안산시 단원구 화정천서로5길 38,292
1등,10,복권방,수동,경기 평택시 평택항로 1-6 1층 개그스토리편의점,292
1등,11,동부매점,수동,강원 강릉시 홍제동  992-2 고속버스터미널 동부매점,292
1등,12,봉의산마트,수동,강원 춘천시 춘천로 326 1층,292
1등,13,복권나라,자동,충북 청주시 청원구 율봉로176번길 8-2,292
1등,14,덕산24시슈퍼,자동,경남 창원시 진해구 충장로 505,292
1등,1,교통카드판매대,자동,서울 강동구 성내동  56-14 동인의원앞,293
1등,2,경남마트,자동,서울 구로구 고척로52길 21 경남상가201호,293
1등,3,오케이상사,자동,서울 서초구 신반포로 176 센트럴시티내100호매점,293
1등,4,라이프25복권,자동,인천 부평구 산곡동  181-69 외1필지 1층,293
1등,5,터미널 편의점 1층,자동,경기 수원시 권선구 권선동 권선동 1189 수원복합터미널 1301,293
1등,6,복권천국,자동,경남 양산시 중주동  693-2,293
1등,1,훼미리마트(수유대로),자동,서울 강북구 수유동  724-3,294
1등,2,동래중고악기수리,자동,부산 동래구 명륜로 163 중고악기1층,294
1등,3,덕하복권명당,자동,울산 울주군 덕하로 238,294
1등,4,참깨열쇠.복권,자동,전북 전주시 완산구 용리로 43 1층,294
1등,1,노다지 복권방,수동,서울 도봉구 도봉동  623-1,296
1등,2,행운복권,자동,부산 남구 석포로 132,296
1등,3,풍전수퍼,자동,경기 부천시 조마루로 428,296
1등,4,운수대통,수동,경기 수원시 권선구 호매실동 호매실동 87-2,296
1등,5,엠에스 슈퍼,수동,경기 안산시 단원구 와동 와동 713-2,296
1등,6,복권방,수동,충북 청주시 흥덕구 송화로166번길 14 편의점,296
1등,7,대원로또판매점,수동,경북 고령군 고령읍 지산리 지산리 3-1번지,296
1등,8,훼미리마트 상도점,자동,경북 포항시 남구 문예로 68 우측상가,296
1등,1,GS25(명륜중앙),자동,부산 동래구 온천동  473-12,297
1등,2,행운로또복권,자동,경기 오산시 오산동  876-2,297
1등,1,화북슈퍼,수동,제주 제주시 진남로6길 21,298
1등,1,대박복권,자동,서울 강서구 등촌동  674-1 미니스톱내발산역점(내),299
1등,2,컴텔정보통신,자동,서울 도봉구 쌍문2동  49-1호,299
1등,3,복권나라,자동,서울 중구 남대문로5가  12-5,299
