상호명,소재지,1등 당첨 회차,1등 횟수,2등 당첨 회차,2등 횟수,LATITUDE,LONGITUDE
로또복권방,충남 당진시 반촌로 199,924,1,746 791 795 1084 1120,5,36.901069,126.702938
스타복권방,충남 논산시 안심로 72,794 938 1021,3,888 976 995 1020 1120 1120 1148 1149,8,36.127454,127.099382
로또천안성남점,충남 천안시 동남구 신사대화로 148,696,1,673,1,36.742165,127.23655
행운복권방,충남 천안시 동남구 충무로 496,,0,795,1,36.798495,127.160413
로또똥밭에금돼지당진점,충남 당진시 서부로 63,815,1,731 754 770 778 913 926 957 1076 1076 1076,10,36.887362,126.629022
대박로또방,충남 아산시 탕정면로 111 101호  GS25편의점내,,0,961 989 1149,3,36.801978,127.067561
위드미아산용화센터점,충남 아산시 용화로9번길 3-48 101호,,0,794 929 969 1055 1134,5,36.771614,127.008341
세븐럭,충남 예산군 예산로 48,,0,778,1,36.681755,126.831402
명성복권방,충남 계룡시 장안로 66,1036,1,897 946,2,36.272292,127.249506
당진로또토토판매점,충남 당진시 당진중앙1로 129,793,1,702 771 864 892 897 909 961 961 1060 1093,10,36.895455,126.630887
일등복권,충남 아산시 명암길3번길 18 이마트24시편의점,,0,,0,36.820752,127.057942
씨유벚꽃로로드점,충남 예산군 벚꽃로 346,,0,793 890,2,36.710991,126.840897
예성로또서점,충남 서산시 동서1로 154,,0,782 840 968 1087,4,36.766957,126.453827
마니,충남 당진시 시청1로 72 101호,,0,947 1026,2,36.891207,126.639601
천운로또,충남 아산시 탕정로23번길 6,,0,699 749 1030 1071,4,36.799225,127.047753
로또매점,충남 당진시 송산로 723,1019 1067,2,792 930 962 1039 1107 1109 1122,7,36.953873,126.689323
대박로또복권방,충남 보령시 명천로 106 상가2동 123호,,0,1110 1120,2,36.343827,126.603519
로또판매점,충남 천안시 서북구 봉정로 145 101호,,0,1006 1092,2,36.815123,127.141763
신불당로또,충남 천안시 서북구 불당21로 40 501동 지1층 B143호,1039 1046 1102,3,800 944 956,3,36.812565,127.104974
이마트24홍성동진점,충남 홍성군 도청대로 199 1동,,0,718 941 1060 1144,4,36.62239,126.66292
대박로또,충남 천안시 서북구 성환2로 45,790 1148,2,830 840 885 968,4,36.911733,127.130163
화산복권판매점,충남 서천군 충서로 187-1,773,1,779,1,36.095829,126.664357
1등행운로또,충남 아산시 온천대로 1315,828,1,696 839 891,3,36.78663,126.98499
로또판매,충남 아산시 탕정면로 230-12,,0,,0,36.808314,127.077084
일등복권판매점,충남 논산시 시민로 171,,0,742 936 936 936 936 936 1061,7,36.182663,127.099484
우리로또,충남 서산시 충의로 1231 이마트24편의점,918 949 972,3,809 839 1011 1039 1042 1101,6,36.877322,126.439516
용호원 로또,충남 아산시 온천대로 473 에이동 1층,,0,749 1010 1047,3,36.758282,126.904782
지에스25서해휴게소,충남 당진시 막부리길 218-1 서해휴게소 상가 1호,,0,695 819 1057 1122,4,36.97894,126.71103
나눔로또,충남 논산시 중앙로 201,947,1,861 890,2,36.186151,127.1027
장미슈퍼,충남 부여군 계백로 265 부여군청 로터리 부근,418 546 777 777 922,5,311 323 335 427 430 517 557 602 613 614 635 671 678 697 829 835 844 881 897 930 949 967 970 976 1097 1108 1138,27,36.276292,126.909405
세븐일레븐아산용화성지점,충남 아산시 시민로 292 세븐일레븐 편의점내,993,1,741 785 796 861 1048 1057 1098,7,36.775707,126.996355
GS25아산양우,충남 아산시 온천대로 1068 양우아파트 입구 상가,,0,845 1069,2,36.783244,126.958031
대박복권,충남 홍성군 충서로 2423 세븐일레븐,913 926 1081,3,853 961 1113 1137 1137 1137 1137 1137,8,36.63776,126.74336
경마장복권방,충남 천안시 서북구 성정두정로 56 101호,799,1,778 792 856 961 1091 1109 1120 1124 1145 1148,10,36.830466,127.14181
행운로또,충남 천안시 서북구 늘푸른1길 19 부경아파트 상가동 내,778,1,750 754 782 835 856 1044,6,36.82701,127.128322
씨유천안성정크로바점,충남 천안시 서북구 서부3길 70 101호,,0,742,1,36.824608,127.140874
배방로또1등명당복권방,충남 아산시 북수로25번길 20,,0,1060,1,36.772458,127.062934
통정로또명당마트,충남 천안시 동남구 통정4로 49 위너타워 맞은편,,0,859 894 915 954 963 994 1020 1103 1112,9,36.774766,127.134778
황금로또복권판매,충남 당진시 동부로 223 B동 108호 한빛부동산,1095,1,728 732 811 830 833 846 883 915 917 944 997 1009 1097 1116 1120,15,36.90674,126.64695
복권방,충남 공주시 차동로 1793,,0,,0,36.50816,126.97515
행운복권방,충남 천안시 서북구 불당대로 269 1층 121호,1146,1,1105,1,36.800295,127.125921
복권판매 미니슈퍼,충남 당진시 신평길 100,,0,889 889 937,3,36.88319,126.773336
복권명당&&#35;40;이마트24 온천대로점&&#35;41;,충남 아산시 곡교천로 161 101호,1050 1078,2,895 933 933 933 933 933 962 1002 1028 1073 1076,11,36.79529,126.99672
지에스25&&#35;40;로또&&#35;41;보령동대점,충남 보령시 큰오랏1길 38 GS25보령동대점,,0,,0,36.349486,126.606179
까치로또,충남 서산시 서해로 3362,,0,963 970 1057 1057 1078,5,36.769324,126.452984
송악로또판매점,충남 당진시 서해로 6431 2동1호,,0,,0,36.899356,126.698912
찬누리,충남 부여군 사비로 61,883,1,,0,36.277967,126.910311
서산로또,충남 서산시 서해로 3007-4 1층,,0,897,1,36.774742,126.455037
청룡로또판매점,충남 당진시 청룡길 159 용기빌딩,1073,1,1080 1134,2,36.888615,126.632627
터미널분식,충남 부여군 부장대로 65,925 958,2,,0,36.280715,126.909622
천안명당병천점,충남 천안시 동남구 아우내순대길 38 1층 미니스톱 내,,0,1080,1,36.76074,127.298821
금손로또판매점,충남 당진시 서해로 5772,961 991,2,961 995 995 1025 1041 1061 1061 1061 1061 1061 1109 1135,12,36.898495,126.628781
GS25예산서오점복권,충남 예산군 역전로 150-2 GS25편의점 내,,0,,0,36.692393,126.830369
와탕카로또신부점,충남 천안시 동남구 단대로 16 103호,,0,,0,36.825144,127.154788
행복마켓,충남 천안시 동남구 충절로 42 상가 101동 109호,,0,1061,1,36.814924,127.15815
백석로또복권방,충남 천안시 서북구 한들3로 85-85 메디컬센터 109호,1087,1,,0,36.83067,127.123358
행운로또마트,충남 천안시 서북구 성진로 729,1128,1,1100 1111,2,36.913005,127.212189
드림로또,충남 서산시 성연3로 123 상가동 107호&#40;성연에드가오피스텔&#41;,,0,,0,36.829518,126.447811
서해대박복권,충남 홍성군 상촌로9번길 8 서해마트내,,0,906 1038 1071 1124,4,36.603384,126.547661
왕대박복권방,충남 천안시 동남구 충절로 393 1층,,0,1106,1,36.786001,127.167805
성성민재로또점,충남 천안시 서북구 성성2길 47,,0,938 989 1117,3,36.843614,127.131083
양지복권명당,충남 논산시 해월로 211,,0,1057 1078,2,36.206658,127.089723
로또명당,충남 청양군 효자길 20-1,,0,,0,36.411083,126.94857
내포복권방,충남 예산군 덕산온천로 387,,0,898,1,36.701049,126.665614
도고로또판매점,충남 아산시 온천대로 170 이마트24시편의점,1147,1,,0,36.747288,126.873454
복권판매점,충남 금산군 하마전로 35,,0,1004 1051 1107,3,36.190943,127.470833
국민로또방,충남 서산시 고운로 231,,0,934,1,36.78389,126.461047
로또나라,충남 보령시 구시4길 40 세븐일레븐 보령구시점,,0,911 924 1040,3,36.345798,126.593864
당첨복권방,충남 서천군 서인로 513,,0,,0,36.152895,126.523101
오성로또복권,충남 부여군 홍산로 27,,0,,0,36.212077,126.759369
콘테인복권판매점,충남 천안시 동남구 청수11로 13-11 건물 뒤편 콘테인커피숍 내,908 974 1098,3,953 975 1057 1105 1127,5,36.783346,127.153665
이마트24 용두휴게소,충남 천안시 동남구 매봉로 210 용두휴게소 이마트24 내,,0,905 1029,2,36.748358,127.309569
피앤씨&&#35;40;PNC&&#35;41;기획,충남 천안시 서북구 검은들3길 34 두성베르겐빌딩 102호,,0,907 1048 1116,3,36.811713,127.109009
로또,충남 아산시 번영로 18 세븐일레븐 아산파라뷰점,1084,1,,0,36.785294,126.993232
다모인복권방,충남 논산시 황룡재로 33 1층,,0,1058 1089 1115,3,36.20918,127.21854
행복선택복권방,충남 천안시 동남구 영성로 46,,0,1040 1132,2,36.802233,127.150565
이마트24 홍성구항대로점,충남 홍성군 내포로 677,,0,1131 1144,2,36.586968,126.598481
다래로또,충남 천안시 서북구 성환1로 272 1층,,0,,0,36.919017,127.127977
오케이&&#35;40;OK&&#35;41;복권명당,충남 아산시 모산로 121 1층,560 1128,2,296 466 551 624 626 632 699 707 736 769 782 877 930 944 967 986 1010 1075 1132 1132,20,36.774602,127.055876
대박로또명당,충남 아산시 어의정로 184 제상가2동 1층 111호,,0,949,1,36.773768,127.016777
씨유 천안두정 포레나,충남 천안시 서북구 천안대로 980-17 천안두정 포레나 상가 104호,,0,,0,36.829325,127.153371
안면대박복권방,충남 태안군 안면대로 2649 2동 2호,,0,1074,1,36.534522,126.351827
세븐일레븐 대박로또,충남 홍성군 내포로196번길 1 1층 미니스톱 102~103호,,0,1029 1052,2,36.592959,126.648881
씨유 뉴광천역점,충남 홍성군 광천로273번길 66 cu편의점,,0,,0,36.501089,126.623167
황금로또,충남 보령시 원평1길 55,,0,934 949 1042,3,36.354999,126.616221
로또명당 풍세산단점,충남 천안시 동남구 돈마루1길 167-14 2동 101호,,0,,0,36.732241,127.096413
만복복권,충남 계룡시 엄사중앙로 93,,0,,0,36.289074,127.24185
세븐일레븐 대천머드로점,충남 보령시 해수욕장9길 2-2 1층 세븐일레븐,,0,1025 1030,2,36.315748,126.5116
규암복권판매점,충남 부여군 수북로 48-1,1011 1022,2,993 1026 1122,3,36.273134,126.889477
씨스페이시스당진점,충남 당진시 덕평로 1304 3동 포유25시편의점내,967,1,989 1029 1060,3,36.87114,126.752995
취암복권방,충남 천안시 동남구 충절로 870 101호,,0,1036,1,36.771865,127.207823
모두의복권,충남 아산시 외암로 1365 103호,,0,1140 1142 1147,3,36.757776,127.017481
한방로또대리점,충남 태안군 중앙로 12-2 101호,,0,1095 1120 1132,3,36.756972,126.291228
이마트24 아산외암로드점,충남 아산시 외암로 1307 이마트24 편의점,,0,1123,1,36.752536,127.016866
인생복권 성정점,충남 천안시 서북구 동서대로 125-9 102호,,0,1069 1134,2,36.82671,127.137212
인주로또휴게소,충남 아산시 서해로 490 세븐일레븐,,0,1122,1,36.87569,126.894421
행복복권방,충남 계룡시 번영1길 5-20,,0,959 1042,2,36.289405,127.242881
힐링복권,충남 당진시 신복운로2길 13 1층 청소나라 옆,1092,1,,0,36.94294,126.782065
행운로또,충남 아산시 온천대로 1336 1층 &#40;하나로마트내&#41;,,0,,0,36.784121,126.986506
광덕로또명당,충남 천안시 동남구 광풍로 961 풍세에서 광덕산 가는 방향,,0,1019 1110,2,36.709904,127.11371
허가네 행운복권,충남 청양군 충의로 1367,,0,,0,36.408876,126.94933
로또 대박점,충남 홍성군 충서로 1067-15 1층 101호,,0,,0,36.573017,126.652621
되야지 로또,충남 아산시 기곡로62번길 21-3 1층,,0,,0,36.762563,126.88721
로또수석소탐,충남 서산시 중앙로 478 105호,,0,1033 1134,2,36.755601,126.493587
복권방,충남 금산군 하마전로 13,,0,1115,1,36.190298,127.468205
참사랑복권방,충남 천안시 서북구 백석3로 134 대건프라자 109호,1130,1,1129,1,36.822196,127.125018
명당로또방,"충남 당진시 밤절로 149 1동,124호 당진터미널 내",,0,,0,36.895535,126.628087
광시로또,충남 예산군 예당로 168 1층,,0,,0,36.549435,126.775603
로또명당,충남 아산시 이순신대로 725 102호,,0,,0,36.793623,127.082753
두꺼비복권방,충남 공주시 무령로 599-25 드림프라자101호,,0,,0,36.477237,127.150392
일등명당 신부점,충남 천안시 동남구 신부12길 24 1층,,0,1116,1,36.818032,127.160731
술퍼마켓,충남 태안군 정주내1길 7-1 태안 투섬플레이스 앞,,0,1078 1098,2,36.744865,126.304904
로또 계룡에스파,충남 계룡시 대실남북3길 16 계룡 한라비발디센트럴 상가 5호,,0,1050 1128,2,36.265475,127.258714
로또명당,충남 아산시 음봉로 791,,0,,0,36.829706,127.094815
지곡대박로또,충남 서산시 충의로 1081 2호,,0,1106,1,36.864665,126.432751
대박로또,충남 금산군 비단로 129,,0,1091,1,36.099255,127.49439
황금로또,충남 천안시 서북구 망향로 1111-2 1층,,0,1108,1,36.909897,127.227824
남매복권,충남 보령시 중앙로 267 남매복권,,0,,0,36.360081,126.582809
로또,충남 아산시 산동로 240 1층&#40;GS25편의점&#41;,,0,,0,36.84982,127.099304
세븐일레븐 홍성내포로점,충남 홍성군 내포로 239 1층 세븐일레븐 편의점,,0,,0,36.590747,126.6446
한솔제지 오거리로또,충남 천안시 동남구 행정길 9 1층,,0,1041 1060,2,36.689128,127.158459
계룡산로또명당,충남 공주시 동학사1로 140,,0,,0,36.361707,127.251763
씨스페이스 계룡역복권점,충남 계룡시 팥거리로 96,,0,,0,36.272583,127.264802
일등로또 공인중개사 사무소,충남 천안시 동남구 충절로 162,,0,1117,1,36.380448,127.158665
복권방,충남 아산시 시민로244번길 11-18 1층 102호,,0,,0,36.772521,126.996034
꿈나라 로또방,충남 아산시 아산만로 1331 1층,,0,,0,36.850235,126.855227
세븐일레븐 아산모종한성점,충남 아산시 문화로 301-25 1층 107호 세븐일레븐,,0,,0,36.786881,127.01888
한민복권,충남 아산시 영인로96번길 10,962,1,,0,36.857659,126.952315
나드리슈퍼,충남 천안시 서북구 쌍용대로 275 101호,,0,,0,36.821842,127.136274
명품복권,충남 천안시 동남구 풍세로 965 아트빌아파트 상가 내,,0,,0,36.793878,127.150843
로또광,충남 홍성군 충남대로 50 국제아르페온 1층 118호 로또광,,0,,0,36.655906,126.676428
컬투복권,충남 금산군 사직중앙로 46,,0,,0,36.107877,127.482431
이마트24 보령노을점,충남 보령시 해안로 407 이마트24 보령노을점,,0,,0,36.345631,126.549813
행운로또복권방,충남 천안시 서북구 상덕로 44,,0,941 1076 1146,3,36.871168,127.119156
초원복권방,충남 천안시 동남구 신촌4로 29-1 1층&#40;코너상가&#41;,,0,,0,36.788944,127.124683
해안로또복권방,"충남 당진시 서해로 6049 B동, 301호",,0,1075,1,36.904018,126.657672
로또판매점,충남 천안시 서북구 서부3길 40 101-1호&#40;세븐일레븐 내&#41;,,0,,0,36.821931,127.140156
미라클,충남 당진시 대호만로 25,,0,1122,1,36.897859,126.621356
행운의집로또,충남 아산시 북수북길 7-4 1층,,0,,0,36.775273,127.067583
천하명당복권방,충남 논산시 중앙로 357,,0,,0,36.196697,127.091705
보령삼거리복권,충남 보령시 대청로 384 CU편의점,,0,1059,1,36.370758,126.626854
동행복권판매점,충남 아산시 선문로 397,,0,,0,36.809545,127.077644
씨유청양휴먼시아점,충남 청양군 중앙로3길 26 CU편의점,,0,,0,3.449371,126.801587
노다지복권방,충남 논산시 안심로110번길 6-6,,0,,0,36.130517,127.100122
복동희로또 불당점,충남 천안시 서북구 불당5길 23 103호&#40;콤마커피숍 내&#41;,,0,,0,36.803416,127.109456
복권판매점계룡고점 ,충남 계룡시 서금암6길 3 101호,,0,1129 1129,2,36.268369,127.257049
신박복권방,충남 천안시 서북구 신방로 479 1층 103호,,0,,0,36.920805,127.129709
로또365일,충남 천안시 서북구 연암로 11 1층,,0,1121,1,36.948833,127.133668
행복마당,충남 천안시 서북구 백석공단5길 6 백석스타비즈지식산업센터 R114호,,0,,0,36.828106,127.108543
GS25태안발전소점,충남 태안군 중앙로 303 GS25태안발전소점,,0,,0,36.752218,126.318737
당진신평행운복권방,충남 당진시 북부산업로 258 세븐일레븐 내,,0,1026 1105 1140,3,36.904084,126.808435
유명로또,충남 홍성군 조양로246번길 14 유명로또,,0,,0,36.598918,126.677026
신흥마트,충남 태안군 안흥1길 31-5 신흥마트 내,,0,,0,36.680899,126.153147
모두계란빵 복권판매점,충남 홍성군 의향로 267 모두계란빵,,0,,0,36.658138,126.681349
황금복권방,충남 천안시 서북구 미라7길 13 103호,,0,,0,36.802694,127.129652
행복드림,충남 천안시 서북구 불당18로 31 106호&#40;아이비씨티&#41;,,0,,0,36.805363,127.104843
모이세복권방,충남 아산시 호서로 94 103호,,0,,0,36.741481,127.075525
럭키로또,충남 홍성군 광천로 275,,0,,0,36.499009,126.624552
대박,충남 보령시 장터중앙길 145,,0,1128,1,36.233591,126.599081
동행복권,충남 공주시 송선농공단지길 12 음식점&#40;추어탕&#41;,,0,,0,36.48117,127.15821
세븐일레븐 충남부여점,충남 부여군 사비로100번길 4 세븐일레븐편의점,,0,,0,36.281459,126.910749
청화슈퍼,충남 청양군 무한로 110-1,,0,,0,36.427624,126.714978
일등행운로또,충남 서산시 동헌로 20 1호&#40;석남동&#41;,,0,,0,36.771267,126.453611
금단지복권방,충남 천안시 동남구 명동길 54 구&#41;오엔스 금은방,,0,,0,35.808,127.149058
세븐일레븐 당진읍내쌍용점,충남 당진시 계성3길 42 103호 세븐일레븐 내,,0,,0,36.89151,126.624881
153로또판매점,충남 아산시 배방로 57-23,972,1,996 1038 1049 1057 1057 1076 1133,7,36.772295,127.057344
한국투어로또,충남 천안시 동남구 버들로 105 교보생명빌딩 옆,,0,,0,36.806442,127.15853
예스복권방,충남 천안시 동남구 천안천공원6길 14-5 1층,,0,,0,36.795994,127.147993
나눔로또판매점희망엄사점,충남 계룡시 엄사중앙로 11,1027,1,,0,36.281938,127.239055
어라하복권방,충남 부여군 사비로108번길 17-1,,0,,0,36.282354,126.912383
황금로또 양당점,충남 천안시 서북구 상덕로 185 106호,1126,1,1041 1053,2,36.88308,127.123737
다온복권방,충남 아산시 번영로206번길 39 1층,,0,,0,36.781182,127.012651
달인로또,충남 홍성군 도청대로 83 대일자원,,0,,0,36.61223,126.66341
대길마트,충남 아산시 희망로46번길 19-3 107호,,0,,0,36.788825,127.104445
천안로또황제복권방,충남 천안시 동남구 차돌로 111 102호,,0,,0,36.802867,127.142448
이마트24홍성금마로드점,충남 홍성군 충서로 1900 이마트24,,0,,0,36.609267,126.701832
수복권방,충남 천안시 서북구 한들1로 88 상가동 103호,,0,,0,36.830422,127.117791
로또복권창선점,충남 서천군 장서로 34,,0,,0,36.01077,126.69853
아름복권방,충남 아산시 순천향로 790 101호,,0,1002,1,36.788346,126.966955
봉서산로또판매점,충남 천안시 서북구 봉명로 25 1층 4호,,0,1057 1060 1107,3,36.807594,127.131355
포엔카페,충남 천안시 서북구 한들2로 34-27 포엔카페,,0,,0,36.827076,127.121196
복권아저씨,충남 태안군 동문4길 11 1층,,0,1139,1,36.748646,126.306436
대박로또,충남 서천군 서천로 68 1층,,0,,0,36.076931,126.692287
로터리복권방,충남 아산시 고불로 759,,0,,0,36.760216,127.024304
신불당 아이캔로또,충남 천안시 서북구 불당25로 226 골든스퀘어빌딩 118호,1086,1,995 1065 1145,3,36.822061,127.111202
희망복권,충남 천안시 서북구 쌍용16길 38-1 101호,,0,,0,36.797302,127.121354
행운복권,충남 천안시 서북구 성거길 100 1층,,0,,0,36.873996,127.201728
행복로또,충남 천안시 동남구 청수로 89 1층,,0,1133,1,36.791089,127.155477
대박복권,충남 천안시 동남구 목천안터2길 20 헤어뉴스 미용실 내,,0,946,1,36.776157,127.2116
행운방,충남 천안시 서북구 삼은3길 14 직산건강원 내,,0,950 950 950 950 950 959 960 1100 1109 1125 1133,11,36.878209,127.151364
제일명당로또,충남 천안시 서북구 쌍용11길 34 세븐일레븐 내,,0,,0,36.802168,127.122356
성원세탁소 복권방,충남 서산시 부춘4로 33 103호 성원세탁소 내,,0,,0,36.787,126.44616
역전로또,충남 아산시 중앙로 55 1층 104호,1060,1,1094,1,36.7799,127.003382
그린로또복권,충남 금산군 하마전로 56-1 그린홈마트,,0,1051 1081,2,36.191018,127.473055
복권판매점,충남 아산시 서부북로 918 1층 CU편의점,,0,,0,36.790325,126.96129
일등복권방,충남 아산시 음봉로 307 101호 CU편의점,1066,1,,0,36.845679,127.045084
성신로또,충남 천안시 서북구 두정역길 42 두정역 푸르지오 상가 107호,,0,,0,36.835045,127.150137
황금복권,충남 논산시 안심로 159,,0,1032 1078 1135,3,36.13506,127.10013
로또돼지&&#35;40;당진점&&#35;41;,충남 당진시 원당로 48 1층,,0,,0,36.9055,126.642927
최고의한방,충남 아산시 음봉로681번길 24-2,,0,1057,1,36.83692,127.08552
팔봉로또판매점,충남 서산시 팔봉2로 191,,0,935,1,36.785188,126.36715
한아름매점,충남 홍성군 광천로 330,545 778 816 834 1128,5,395 650 661 704 829 877 1022 1049 1076 1116,10,36.503198,126.62555
선호대박로또명당,충남 당진시 송산로 1077 세븐일레븐 내,,0,1098,1,36.976148,126.6842
로또 유,충남 서산시 시장3길 19 옷가게 내,1057,1,1102,1,36.782335,126.45702
청당벽산 복권나라,충남 천안시 동남구 남부대로 374-8 102호,,0,,0,36.780488,127.15836
오복로또,충남 부여군 성흥로 178,1021,1,,0,36.18377,126.89627
꿈대로 천안성성점,충남 천안시 서북구 성성6로 68 레이크타운3차 푸르지오 단지내 상가 129,,0,1057 1060,2,36.841404,127.128033
인생역전 로또맛집,충남 천안시 동남구 태조산길 179 104호,,0,1089,1,38.815745,127.182621
핑거스샐러드,충남 홍성군 청사로150번길 10 104호 &#40;센트럴 뉴 스퀘어&#41;,,0,,0,36.656657,126.680027
대산공단점,충남 서산시 독곶1로 16 마동1층 CU편의점 내,,0,,0,36.989498,126.376134
미타로또,충남 청양군 칠갑산로 152 1층,,0,,0,36.449897,126.79362
씨유 홍성내포빌리지점,충남 홍성군 애향2길 1 1층 CU편의점,,0,990,1,36.657579,126.682744
배미로드로또복권방,충남 아산시 배미로 7-2,,0,1042 1072 1095 1144 1146,5,36.788114,126.973676
천안아산복권방,충남 아산시 광장로 177-10 1층 114호&#40;펜타폴리스&#41;,,0,,0,36.797901,127.10504
일성능수 복권판매점,충남 천안시 서북구 쌍용17길 25 일성능수아파트 상가 102호,,0,1058,1,36.798143,127.123085
성심안경원,충남 아산시 충무로 22 성심안경원 1층 105호,,0,,0,36.783047,127.00499
비단복권,충남 금산군 금산로 1536,,0,1051 1089,2,36.110454,127.491652
다가득복권점,충남 천안시 동남구 서부대로 264-3 102호,,0,,0,36.791816,127.129151
대박행운복권,충남 태안군 서해로 1988 2호,,0,962 998 1031,3,36.754487,126.3254
이림네트웍스,충남 아산시 용화고길55번길 27,,0,,0,36.773177,127.009252
로또명당 예산점,충남 예산군 예산로 179 1층 101호,,0,,0,36.678797,126.844777
GS25예산벚꽃로점,충남 예산군 벚꽃로 194 1층 GS편의점 내,,0,1052,1,36.697706,126.837723
복권판매점 대박점,충남 공주시 번영1로 79,,0,,0,36.474024,127.136394
이민복권방,충남 천안시 서북구 천안대로 1476 1층,,0,1129,1,36.872249,127.148081
아띠복권방,충남 천안시 서북구 부성7길 3 110호&#40;레몬타워&#41;,,0,,0,36.83709,127.133934
아마트24 천안성환대박점,충남 천안시 서북구 율금1길 307 1층,,0,1075,1,36.904424,127.112472
현대옥 불당동 카페거리점,충남 천안시 서북구 불당15길 20 1층&#40;현대옥&#41;,,0,,0,36.799923,127.107623
붕어빵아조씨,충남 아산시 월천6길 31 101호,,0,,0,36.770931,127.077286
로또조아 판매점,충남 계룡시 번영로 59,,0,,0,36.288631,127.238816
영준이네,충남 천안시 동남구 구성6길 1 103호,,0,,0,36.794503,127.163706
아임로또&&#35;40;I am lotto&&#35;41;,충남 천안시 서북구 서부대로 765 101호,,0,1087,1,36.835453,127.13341
황금돼지 입장점,충남 천안시 서북구 입장로 123 C동,,0,960 1149,2,36.912203,127.221425
88&&#35;40;팔팔&&#35;41;복권,충남 아산시 아산로 724,,0,,0,36.83888,126.96664
인생역전복권방,충남 부여군 북토로 29,,0,1095,1,36.215405,126.760568
대박복권,충남 계룡시 서금암로 27,,0,,0,36.272381,127.253844
복여사로또,충남 아산시 매곡한들3길 5-8 복여사로또,,0,,0,36.782615,127.090515
파리스뷰티 복권,충남 천안시 동남구 개목8길 5 102호&#40;파리스뷰티 내&#41;,,0,,0,36.816229,127.13108
복권천국,충남 천안시 서북구 봉주로 167 103호,,0,,0,36.878768,127.165043
럭키777,충남 천안시 동남구 충무로 158-35 1층3호&#40;럭스빌딩&#41;,,0,,0,36.791018,127.126044
천복복권판매점,충남 아산시 모종남로12번길 54,,0,,0,36.777513,127.023385
희망복권방,충남 예산군 예산로 241 1층,,0,934 1083,2,36.680324,126.851384
대박복권방,충남 당진시 서해안고속도로 275 행담도휴게소 내,974 1057,2,935 944 970 1016 1078 1099,6,36.891174,126.625303
일등로또,충남 보령시 지장골길 42,,0,1009,1,36.358515,126.604327
로또복권방,충남 보령시 열린바다로 336 파랑새팬션,,0,,0,36.241754,126.535047
씨유차암로또명당점,충남 천안시 서북구 3공단6로 58-8 105호,,0,1125,1,36.841148,127.103873
둥지복권방,충남 천안시 서북구 월봉5길 1 상가동 102호,,0,,0,36.790251,127.117741
천하제일복권명당,충남 천안시 동남구 용곡2길 103 1층,,0,,0,36.790352,127.140212
여기유로또,충남 공주시 귀산길 63,,0,,0,36.499131,127.110487
해피복권방,충남 아산시 탕정로 559 4호,,0,1065,1,36.841119,127.061495
큰별복권판매점,충남 논산시 중앙로 318,1027,1,1056,1,36.194161,127.094698
로또명당편의점,충남 아산시 월선길 78 로또명당편의점,,0,1120,1,36.876425,126.935713
대박나라행운복권,"충남 서산시 안견로 217 1층&#40;동문동,삼일상가&#41;",,0,,0,36.778858,126.459336
쥬디로또,충남 아산시 온천시문2로 4 쥬디데이 &#40;쥬디로또&#41;,,0,,0,36.792892,126.995977
신세계 복권판매점,충남 보령시 한내로터리길 79 신세계 복권판매점,,0,,0,36.347196,126.610582
행운로또방,충남 서천군 장항로 171 94,,0,,0,36.011293,126.696659
매일매일로또공인중개사,충남 천안시 서북구 성환1로 161 1동 102호,,0,,0,36.90907,127.128313
디케이워시&&#35;40;논산점&&#35;41;,충남 논산시 시민로 14,,0,,0,36.170509,127.102695
또또복권,충남 논산시 시민로132번길 48 107호&#40;내동&#41;,,0,,0,36.180696,127.106113
오케이&&#35;40;OK&&#35;41;복권판매점,충남 천안시 동남구 천안천8길 1 103호,,0,,0,36.819539,127.151848
양대박로또,충남 예산군 청사로192번길 20 103호&#40;에드가프라자1차&#41;,,0,,0,36.661636,126.679583
홍성로또명당,충남 홍성군 의사로 53 홍성로또명당,,0,,0,36.602405,126.670997
로또성지,충남 아산시 어의정로 21 1층,,0,,0,36.776314,126.998322
묵향로또판매점,충남 천안시 서북구 양지10길 47 묵향노래방 내,,0,1145,1,36.811599,127.14019
다나로또,충남 홍성군 의사로52번길 32-6 핑웨어의류 옆상가,,0,,0,36.601843,126.674593
일등복권,충남 천안시 서북구 봉정로 200 102호,,0,,0,36.819864,127.143281
로또명당 부여점,"충남 부여군 왕릉로 714 1층, 대광마트",,0,,0,36.252067,127.002763
대박복권 성점점,충남 천안시 서북구 성정로 89 1층,,0,,0,36.81382,127.139969
두정복권방,충남 천안시 서북구 부성8길 38 계룡타워 104호,,0,,0,36.837731,127.137826
로또리아,충남 천안시 서북구 불당22대로 86 102호&#40;마블러스 에스타워&#41;,,0,,0,36.815437,127.10815
풍세일등로또 판매점,충남 천안시 동남구 풍세로 547 1동 103호,,0,1126,1,36.761012,127.127828
태안로또명당,충남 태안군 샘골로 12-1 구&#41;등대식관,,0,,0,36.750522,126.301794
풍기로또,충남 아산시 남부로 353 1층 110호 한우나라 정육점내,,0,,0,36.773084,127.019974
이마트24 금산타로점,충남 금산군 비호로 85 1층 이마트24,,0,,0,36.10657,127.491906
1등명당,충남 서천군 장항로 220,1019 1019 1019,3,1087,1,36.009861,126.70148
영복권,충남 보령시 신설3길 24-2 1층 CU편의점,,0,991,1,36.350455,126.604505
CU아산신정호수,충남 아산시 순천향로 476 1층 1호,,0,,0,36.753346,126.976051
