상호명,소재지,1등 당첨 회차,1등 횟수,2등 당첨 회차,2등 횟수,LATITUDE,LONGITUDE
동면 복권방,충남 천안시 동남구 동산1길 7 1층,,0,,0,36.775979,127.344432
대박 로또판매점,충남 보령시 수청골목길 9-20,,0,,0,36.344934,126.598207
트래디로또복권방,충남 예산군 예산로176번길 46,,0,1019,1,36.677707,126.849192
돈나무복권,충남 논산시 중앙로479번길 3-2,,0,1092,1,36.205411,127.083574
로타리 일등복권방,충남 서천군 서천로 182,,0,,0,36.084035,126.687465
지에스25홍성광천로드점,충남 홍성군 충서로 495 GS25편의점,,0,,0,36.526845,126.624406
소망복권방,충남 서천군 장서로 63 1층 110호&#40;골든팰리스&#41;,,0,,0,36.01366,126.698288
동행복권남천안아이씨점,충남 천안시 동남구 세종로 4928 씨동 1층 104호,,0,,0,36.749042,127.171517
오시오로또,충남 아산시 북수로 31 상가동2동 107호,,0,,0,36.772932,127.06338
성정꿈이룸복권방,충남 천안시 서북구 선영5길 43 1층 우측상가,,0,,0,36.816942,127.146791
황금벼락복권,충남 서산시 서해로 3677 1층,,0,,0,36.787457,126.478192
로또명당 내포점 ,충남 홍성군 내법길 22 로또명당 내포점,,0,,0,36.610438,126.6778
복권판매,충남 청양군 중앙로13길 1 1층,,0,,0,36.452963,126.803144
명성복권방,충남 천안시 서북구 상덕로 6 상가1동 103호,,0,,0,36.867717,127.11865
황금돼지복권방,충남 천안시 동남구 풍세로 696 1동4호,,0,,0,36.772279,127.138075
일등로또,충남 천안시 서북구 망향로 1240 이마트24,,0,,0,36.919644,127.234053
인생역전 복권방,충남 논산시 중앙로 168 1층 102호,,0,,0,36.18387,127.105212
뚜띠로또방,충남 아산시 장재로 11-36 1동 1층 102호,,0,,0,36.787826,127.109629
이마트24로또주월점,광주 남구 서문대로749번길 11,,0,332 519 718 927 955 1010,6,35.126012,126.896434
광주공항로또,광주 광산구 상무대로 411 1층,962,1,278 992 1056,3,35.144407,126.810887
3정승로또복권방,광주 북구 삼정로 10 주공4단지 1층 우리마트,572 925,2,456,1,35.162809,126.937965
행운만땅,광주 서구 상무자유로 176 1층,,0,289 382 483 503 740,5,35.15129,126.853524
럭키하우스,광주 광산구 임방울대로800번길 82 알리바이 내,812,1,368 545 577 587 601 659 749 756 1048,9,35.213798,126.845729
타운복권방,광주 북구 밤실로 184-1,891 963 1112,3,619 678 736 928 953 975 1059 1060 1062 1064,10,35.16375,126.934146
복권나라&&#35;40;매곡동&&#35;41;,광주 북구 서하로 117 101호 &#40;매곡동&#41;,,0,,0,35.187522,126.893444
도울복권,광주 동구 중앙로196번길 15-35,,0,817,1,35.15037,126.917978
복권세상,광주 광산구 무진대로231번길 28 복권세상,638,1,388 418 425 555 557 637 660 697 852 872 891 979,12,35.163257,126.806362
천하명당복권전문점,광주 광산구 사암로216번길 10-9,793 1069,2,270 330 455 490 539 557 575 629 629 697 897 1092 1105 1124,14,35.162942,126.809157
노다지복권방진월점,광주 남구 서문대로 649 1층2호,1068,1,331 349 462 825 852 864 874 874 881 892 927 976 1052 1143,14,35.117505,126.898235
대박복권방,광주 동구 남문로 561 대박복권방,,0,1131,1,35.121107,126.93298
금집복권,광주 북구 첨단연신로108번길 134,621 740 866 998,4,435 691 749 749 784 901 1077 1091 1116 1118,10,35.208801,126.864709
대박&&#35;40;토토&&#35;41;,광주 북구 군왕로 196,508 827,2,284 336 446 559 616 653 873 928,8,35.178318,126.935093
풍향동복권나라,광주 북구 필문대로 79,300 521 694,3,315 327 449 485 531 579 619 707 731 736 848 886 951 1009 1057 1146,16,35.162693,126.928303
운천점&&#35;40;복권나라&&#35;41;,광주 서구 운천로 153 1층,602 644,2,300 439 558 648 649 680 794 799 903,9,35.146319,126.85665
호반할인마트,광주 광산구 도산로9번길 40,641 747 826 1136,4,737 803 910 1029,4,35.127933,126.790114
토토죤,광주 광산구 비아중앙로31번길 10 1층,913,1,355 793 794 803 851 905 929 999 1013,9,35.221737,126.824277
프렌드24시,광주 광산구 첨단중앙로 164 빌리오네2  제1층 106호,1052 1052 1052 1092 1119,5,292 403 408 487 562 599 615 670 855 875 880 902 911 913 913 965 1061 1148,18,35.219975,126.842324
남양마트,광주 광산구 월계로 137 남양아파트 상가101호,,0,424 464,2,35.214348,126.840792
백억평동타운점,광주 광산구 사암로340번길 31 102호,369,1,344 492 500 609 616 653 682 853 866,9,35.175246,126.810663
오케이 복권방,광주 동구 필문대로 6,,0,333 619,2,35.164383,126.920001
줄리아나마트,광주 동구 충장로 73 1층 줄리아나마트,,0,948,1,35.148796,126.915664
훼미리그랜드,광주 동구 의재로 34-1 CU그랜드점내,1059,1,478 768 1006 1058 1108,5,35.13252,126.931364
황금슈퍼,광주 북구 동문대로 102,901,1,1128,1,35.172224,126.924817
올더웨이5호점,광주 북구 서방로 15,,0,871,1,35.173492,126.914733
오픈마트,광주 북구 서암대로 111,,0,576 619 1124,3,35.170869,126.896813
역전휴게마트,광주 북구 무등로 240,1044,1,541 620 838,3,35.163839,126.909684
중흥마트,광주 서구 풍암순환로 8 중흥아파트2차상가101호,,0,652 904 988,3,35.12488,126.874698
형제당복권방,광주 광산구 월계로 58 1층,,0,271 392 394 556 669,5,35.211133,126.832711
영화복권&&#35;40;버들점&&#35;41;,광주 서구 상무버들로 32,771 1005 1085,3,431 662 668 676 1012 1063 1081 1097 1106 1137 1148,11,35.164614,126.860024
행운슈퍼,광주 남구 구성로8번길 6 상가B동9호,,0,371 657 1130,3,35.151187,126.89735
대박찬스,광주 북구 서하로 196,350 465 698,3,324 350 354 468 528 575 624 742 743 752 753 937 940 963 1093 1129,16,35.187048,126.901888
복권나라,광주 북구 동문대로134번길 5,,0,723 861 1044 1143,4,35.174717,126.927071
천하명당복권방,광주 서구 풍암순환로 5 대주파크빌아파트상가1층102호,,0,653 888,2,35.126018,126.876624
새상무복권,광주 서구 치평로 30 수암빌딩 1층 102호,781 845 979 1040 1146,5,536 543 669 730 855 871 976 1043 1048 1056 1056 1076 1084 1092 1105 1111,16,35.149943,126.847684
좋은예감,광주 서구 유림로98번길 43,,0,292 471 789 1111,4,35.147474,126.849736
행운로또방,광주 서구 풍암순환로 183 우미아파트상가117동101호,1084,1,576 634 700 774 977 1021 1045,7,35.126722,126.881149
행운복권방,광주 서구 화운로 11-1,,0,364 376 495 586 682 905 1043,7,35.141827,126.88487
대박찬스&&#35;40;화정&&#35;41;,광주 서구 상무대로 1059,,0,547 807 919 1107,4,35.152385,126.877782
알리바이 공항,광주 광산구 송도로 262 1층 알리바이,,0,302 383 386 451 619 699 701 774 871 874 879 889 903 904,14,35.136665,126.798773
행복드림로또,광주 광산구 왕버들로 265 1층 103-1호,996,1,305 467 490 635 767 778 835 837 911 949 1057 1057 1075 1129,14,35.196249,126.837702
대박나라,광주 광산구 월곡산정로 7 1층,638,1,470 477 756 898,4,35.166821,126.802999
알리바이로또하남3지구점,광주 광산구 하남대로 95 알리바이하남3지구점,958,1,623 800 1032 1062,4,35.18028,126.80372
차밍플라워 로또,광주 광산구 풍영로 41 동구빌딩1층,797 976 1136,3,294 366 542 744 777 932 1037 1057 1057 1057 1057 1057 1068 1120 1137 1143 1144,17,35.175619,126.811586
씨유 진월지구점,광주 남구 효우로 87 CU진월지구점,,0,312 503 873 894 900 942 946 968 1080 1132,10,35.105628,126.904612
부흥,광주 동구 남문로 772 알리바이 학동점내,,0,,0,35.138435,126.923973
지산로또방,광주 동구 지호로 25-2,777 873,2,747 780 963 1043,4,35.148321,126.932056
행복로또,광주 동구 남문로 699 행복로또,547 835,2,295 386 695 1057 1092 1117 1117 1117 1117 1117,10,35.132962,126.928019
씽크로또,광주 서구 시청로 6 세븐일레븐편의점,581,1,368 929 961,3,35.148981,126.852145
드림,광주 서구 화개2로 14,,0,747 792 994 1137,4,35.123782,126.858356
대박로또복권방,광주 서구 매월2로 53 23동 103호,804 921,2,479 503 593 672 834 918 1004 1009 1122,9,35.115865,126.862889
빛고을로또,광주 광산구 소촌로 147 세븐일레븐,433 700 941,3,476 511 543 688 700 709 715 725 733 773 774 853 881 917 944 961 1023 1027 1038 1056 1130,21,35.15734,126.791863
썬복권,광주 광산구 하남산단8번로 165 101호,,0,419 436 528 559 632 635 639 679 712 716 745 765 821 943 992 993,16,35.20904,126.81386
대박복권,광주 남구 봉선2로 51,643,1,283 373 819 892,4,35.13285,126.918624
각화서희로또,광주 북구 동문대로249번길 7 303동 상가 115호&#40;각화센트럴파크3차&#41;,,0,,0,35.183763,126.930595
에이스복권방,광주 북구 임방울대로 1059 1층 101호,462,1,425 428 606 649 682 932 964 1014 1014 1044 1102,11,35.212055,126.873164
바우슈퍼,광주 북구 서하로 213-12,,0,809,1,35.187782,126.903903
용두천하,광주 북구 하서로 373,312 337 701 946 974,5,486 704 764 939 958 982 1067 1101,8,35.20835,126.873513
나성복권,광주 북구 용봉택지로 22 106호,,0,498 770 1042 1083,4,35.178469,126.888824
복권나라&&#35;40;중흥점&&#35;41;,광주 북구 우치로 26-1,,0,305 337 346 525 616 671 768 881 927 928 939 1044 1049 1100,14,35.169683,126.911217
예스로또복권,광주 남구 대남대로 51,,0,978 1070,2,35.136013,126.918888
영웅기획,광주 남구 독립로 77,727 1065,2,425 1010 1034 1119,4,35.140538,126.90203
훼미리로또,광주 남구 봉선로 164 CU봉선쌍용점 내,575 664 956,3,264 483 522 912 936 941 946 993,8,35.122723,126.913177
일공공안경콘택트,광주 동구 서석로85번길 8-13 일공공안경,,0,,0,35.150314,126.920592
일공공일안경,광주 북구 동문대로 38,,0,,0,35.168162,126.920315
지에스&&#35;40;GS&&#35;41;25 신가부영점,광주 광산구 수등로 287 부영상가1층112호,,0,288 869 902 1015 1063,5,35.186711,126.839577
노다지복권방백운점,광주 남구 서문대로 827 봉선주월대라수어썸브릿지상가동107호,1125,1,464 704 994 1126,4,35.131968,126.900178
복권방,광주 동구 구성로 232,,0,316 567 751,3,35.155417,126.916946
열린문고,광주 북구 양산로 60,,0,340 471 945,3,35.209899,126.880709
돼지의꿈,광주 북구 경열로 212,949,1,480 493 682 688 938 940 949 1123,8,35.158195,126.906322
오천억복권방,광주 서구 상무대로 1087,441 548 604 877 878 935 1015 1034 1102 1104 1104 1128 1128 1130 1147,15,296 330 389 452 550 572 580 610 652 674 697 707 726 788 801 804 842 845 874 910 923 971 985 1002 1020 1027 1027 1028 1067 1069 1091 1094 1096 1105 1108 1111 1115 1116 1134 1134 1135 1143 1147,43,35.152962,126.880742
컴퓨터A/S,광주 광산구 월곡산정로 67,,0,568 665 1043,3,35.166232,126.809505
대박복권전문점,광주 서구 금화로115번길 9 한국APT 2차상가 106호,735,1,316 615 669 802 929 999 1056,7,35.133662,126.860537
충장인업사,광주 동구 제봉로 35,,0,274 292 339 465 1014,5,35.141698,126.920969
꿈 로또 판매점,광주 동구 경양로 322,,0,373 409 783 1030,4,35.153795,126.924354
동원슈퍼,광주 남구 대남대로 277-1,305 384 658,3,698 698 758 774 778 878 925 1043 1057 1115,10,35.137066,126.896654
대중슈퍼,광주 남구 대남대로159번길 14 대중슈퍼,,0,464 484 588 739 978 996 1103,7,35.132485,126.90758
중흥마트,광주 북구 문산로 30 중흥2차 아파트상가 1층,945 1048 1103,3,331 371 392 429 785 862 862 899 939 1037 1054,11,35.183891,126.923221
황금복권,광주 북구 서하로 359,,0,418 606 985,3,35.186697,126.919956
햇살로또점5천억대박찬스,광주 북구 용주로30번길 81,,0,867 907,2,35.181459,126.904217
라인복권방,광주 북구 문산로 77 라인 동산아파트 상가105호,,0,488 657 735 1033 1085,5,35.189035,126.92484
동양마트일곡점,광주 북구 일곡마을로 55 현대아파트 2차상가 102-2호,1036,1,685 800 1081,3,35.20459,126.895258
백송마트,광주 광산구 월계로 110 104호,865 865 1097,3,279 487 560 620 621 676 886 937 992 1000 1001 1074 1100,13,35.21345,126.837435
우리동네마트&&#35;40;무한유통&&#35;41;,광주 광산구 장신로 68 101호,471 655 744 1118,4,453 551 560 924 953 977 1023 1040 1097,9,35.190486,126.817688
또또슈퍼,광주 광산구 송도로 239 1층,626,1,514 704,2,35.135244,126.797309
동광슈퍼,광주 서구 천변좌로 228,719,1,315,1,35.154859,126.901586
우미슈퍼,광주 서구 풍암순환로 183 우미아파트상가118동-101호,429 746 760 885,4,332 348 437 447 475 517 543 581 588 706 939 947 977 1011,14,35.126722,126.881149
씨유&&#35;40;CU&&#35;41;화목화성점,광주 서구 쌍촌로 29 CU편의점내,1048,1,1103 1106,2,35.147546,126.864812
대주마트,광주 서구 상무공원로 92 대주아파트상가102호,1105,1,655 1105,2,35.152606,126.843694
역전복권방,광주 광산구 상무대로 208 1층,681,1,404 460 520 521 668 711 765 870 887 914 928 1054 1095 1137,14,35.137742,126.79203
홀인원,광주 북구 삼정로 86-1,,0,995,1,35.169692,126.93751
해피+24시편의점,광주 북구 하서로 330,771 862 876 983 1031,5,517 560 592 684 780 822 867 939 957 991 991 991 991 991 1002 1038 1043 1067 1068 1079 1084 1113 1126,23,35.204499,126.873901
자유마켓,광주 서구 유림로98번길 3 GS25편의점 내,895,1,336 915 929 1073,4,35.171305,126.864436
동키호테편의점,광주 서구 풍금로38번길 23,613,1,278 426 497 583 659 752 1117,7,35.123924,126.864745
맑은샘,광주 동구 중앙로 161-1 NC웨이브 정문앞 가판,658 988,2,736 890 905 988 1007 1140,6,35.148765,126.913099
광주도서유통,광주 남구 봉선1로 79,1048,1,1078 1093 1107 1111,4,35.128153,126.913888
태평부동산 로또판매점,광주 남구 봉선1로 50 1층,,0,,0,35.127736,126.910598
천국열쇠,광주 북구 북문대로 157,419 867 882,3,301 311 333 409 429 437 452 641 651 656 718 727 778 906 940 992 1045 1056 1068 1102 1113 1131 1133,23,35.182515,126.872062
길벗,광주 북구 송월로 26,800,1,313 343 381 418 598 602 717 811 860 897,10,35.186006,126.913334
시네월드일곡점,광주 북구 설죽로 514,741,1,468 526 688 1100 1124 1130,6,35.205005,126.898239
알리바이 첨단2지구점,광주 북구 첨단연신로91번길 38 제이타워 101호,,0,861,1,35.20654,126.860267
당첨복권방,광주 북구 안산로 30 &#40;오치동&#41;,,0,,0,35.189821,126.902237
영화마을운남점,광주 광산구 하남대로 297-1 1층,834,1,453 846 927 944,4,35.17923,126.82627
알리바이&&#35;40;동천점&&#35;41;,광주 서구 하남대로 688 현성빌동 알리바이편의점,,0,528 537 854,3,35.17147,126.867975
버블샵카페 고래의꿈,광주 광산구 목련로273번길 88 운남주공아파트 상가108호,433 709 833,3,290 429 764 1053 1053 1127,6,35.177953,126.825056
알리바이&&#35;40;쌍촌점&&#35;41;,광주 서구 내방로 258 알리바이편의점내,784,1,,0,35.157599,126.868717
알리바이,광주 광산구 수등로 253 1층 알리바이,337 370 387 408 870 911 1039 1057 1073 1084 1096,11,366 425 431 431 449 452 457 495 521 521 526 532 545 568 569 572 572 629 671 692 717 751 769 774 795 815 836 840 841 864 868 888 895 896 917 925 943 957 962 974 977 982 995 1015 1028 1068 1068 1097 1101 1103 1114 1115 1117 1141 1143,55,35.185387,126.836674
이마트24 광주옥동점,광주 광산구 평동로 792 이마트24 편의점,,0,718 796 929 965 1122 1124,6,35.124565,126.760949
드림,광주 광산구 선운로20번길 64 104호,,0,704 820 832 846 973 1011 1064 1090,8,35.146506,126.777452
로또플러스24,광주 광산구 장신로 143 109호 로또플러스24,680 870,2,681 760 886 921 931 938 1084 1085 1115 1116,10,35.191005,126.825903
장인로또,광주 북구 하서로 347-1,,0,1116 1135,2,35.206034,126.873214
하나로 로또,광주 광산구 첨단내촌로 102,,0,817 1030,2,35.215715,126.835509
일신마트,광주 광산구 첨단중앙로181번길 42-14 일신아파트 상가동 1층 104호,,0,,0,35.221583,126.837308
대박이네,광주 동구 제봉로 84,1078,1,368 386 965,3,35.145952,126.922113
복권마트,광주 북구 북문대로 89 벽산메가시티상가 101동 116호,307 482 947,3,328 494 583 593 633 675 863 886 995,9,35.176757,126.877241
아스타,광주 서구 상무대로 917,869,1,267 1035 1076 1079 1084 1125,6,35.151358,126.862302
노다지슈퍼,광주 동구 금남로 161-14,,0,303 338 548 616 1052 1081,6,35.153496,126.910826
행운편의점,광주 북구 면앙로 36,1041 1041 1041,3,384 471 1027,3,35.179317,126.916165
해태슈퍼,광주 서구 경열로 62,,0,891,1,35.150775,126.892878
